svm_linear,0.59,0.59
svm_polynomial,0.71,0.74
svm_rbf,0.95,0.955
logistic,0.59,0.59
knn,0.943333333333,0.92
decision_tree,0.963333333333,1.0
random_forest,0.97,0.95
